path,size,git_sha1,sha256,source_url,note,url_provenance
2020/202005/grandhighwayresort.com (nnnn.zip)/nnnn.zip,2665947,a1a55c8c38c07ece0cb0cfbe6d3c6bd73bc381fc,171b440a032833619bbc15b38fb82687217bd6f3095723ce96407dd7f5656c69,https://grandhighwayresort.com/phts/nnnn.zip,,inferred
2020/202005/igisubizo.com (0000DRB.zip)/0000DRB.zip,149793,bee59fac053ffaca0554f11e9790a5226d052b89,e8ac84bf503e8616b0d26652965ff6b4c8f2b3d3a0ed5d232e75f7aa6aaa98bc,http://igisubizo.com/victor11/0000DRB.zip,,inferred
2020/202005/m-instagramcopyright.com (confirm.zip)/confirm.zip,54047,c15cc8e3a236bea0f53d43ca64996e8a59bf688e,0531d6c9e6dd84bd6392f4c51e90d25766166a8b695618bfbc47bb908b993a7c,https://m-instagramcopyright.com/confirm.zip,,inferred
2020/202005/marturiinuntabotez.ro (domain.zip)/domain.zip,170971,d35b7f54c98fd7ad521b23039aaf031bbbe9362b,115db8aca116f8ac5cd6c15272d1e705de6110866ec666dd2c9c9c67eb803621,http://marturiinuntabotez.ro/domain.zip,,inferred
2020/202005/miseguro10.com (outlook.office.zip)/outlook.office.zip,705840,d13331f0a3c90cf2dac8d0f9a6283f19ec0cac23,eb90ef1d761781a451714bbccee4286c410d8ee3a8bf9eac882fa2310ad1ae1b,http://miseguro10.com/wp-includes/outlook.office.zip,,inferred
2020/202005/mitrasolusiseragam.com (wells-fargo-security-update.zip)/wells-fargo-security-update.zip,2391876,1c35049e049e4c812328eed3c01ab48f23dea9a3,b00f6ad8fb1d906ddd9252c25e586040e737f38431331e176973008313dc4c64,https://mitrasolusiseragam.com/wellsfargo.com-update/wells-fargo-security-update.zip,,inferred
2020/202005/mu.weedwood.live (hhotmail.zip)/hhotmail.zip,352992,b2206b0fce885a725a5b5cfa096271e126b3ac38,8356d35efcdfab6896977d42e5a88715058c3b15ac81f870167735c1fefdc847,https://mu.weedwood.live/xan/hhotmail.zip,,inferred
2020/202005/physics.uctm.edu (credit-agricole.fr.zip)/credit-agricole.fr.zip,422337,82fa349a9574d281b61c77f2f35208306dca5484,b490eed863a32d6aaf2fdb5861f478e74173ee9ef579e0ffad71890a98885174,http://physics.uctm.edu/iconmo5/sites/default/files/credit-agricole.fr.zip,,inferred
2020/202005/platinum.catalogoderecompensas.com.br (itau.zip)/itau.zip,2359,e3a6aebdcc2a830deb9985c302f58966b2093f46,b8229cf4be50be3e8929e94eb5b44e8663b47164397afc32feee18bbf61f043a,https://platinum.catalogoderecompensas.com.br/itau.zip,not-an-archive,inferred
2020/202005/rotem.pixelnode.com (Office365.zip)/Office365.zip,926875,554f1b0ead7811dbba3c02cf5a854ca7340f7101,1c7739c843d9f27d508e02fd4752e372af27ef8280b28074193a7f986d6fbc53,http://rotem.pixelnode.com/todaytoday/Office365.zip,,inferred
2020/202005/seoulcityphil.org (dropbox.zip)/dropbox.zip,85122,c092535177befebd85a647b6fadff47226024f96,ead5004c690a19aecaa36b02b530a6b5b80ff5aa2fac4d1c43e6d8887f9c32df,http://seoulcityphil.org/bbs/admin/dropbox.zip,,inferred
2020/202005/softainment.com.ve (dropbo.zip)/dropbo.zip,5151223,536495b41bf37a1ca8419fffd32e3371a60d78ea,f2a37f95ab59ac804c1d6c0529f401249c75d11c793fec40a9f4659bab155a14,https://softainment.com.ve/dropbox/dropbo.zip,,inferred
2020/202005/sriadinathcreations.com (Microsoft.zip)/Microsoft.zip,805187,6f2f4d7fb605f16b24e3873a594cf42d6b70fc6a,3208644f11a392081ceb1d41431a349426b86e6fdd358242da69d50e99b28e5f,http://sriadinathcreations.com/tro/Microsoft.zip,,inferred
2020/202005/supersalesandbargains.com.au (office365.zip)/office365.zip,819151,56f84ba5ba7d96fcdb22777a98141de2c9578373,5fe21f68af4a283b6bc5a7048fc54c18fd232b9744742eee619501be9dce7b2a,http://supersalesandbargains.com.au/wp-admin/js/widgets/office365.zip,,inferred
2020/202005/topekalodging.org (err1.zip)/err1.zip,112197,f30a5266a5e27e1675c532f5152313d533dd3816,56f912b140ad5f13fabd7d21435b87c19c01f4b02e3cc5790d76eb830ec123d2,https://topekalodging.org/linkedinvm/err1.zip,,inferred
2020/202005/www.elkinsconstruction.com (dropboxverification.zip)/dropboxverification.zip,240300,267dedfb87e38f6226fb10627694ff5b937093be,e49f0471b7d409b6c7207dbacca50ee124be25b3fbd1b2fa7c948bfaf817db57,http://www.elkinsconstruction.com/rossy/dropboxverification.zip,,inferred
2020/202005/www.euroseles.com (Googledoc.zip)/Googledoc.zip,190520,b38328b0938cab92120f9734c8687b276fe11e69,f031974d882cd16e1d3a8f5d89a49b643bbd6a13e6f75225cb8e5c2382f5296a,http://www.euroseles.com/wp-content/plugins/Google/Googledoc.zip,,inferred
2020/202005/www.mediterraneanlighthouses.org (clients.zip)/clients.zip,274920,c141c283b9a415b4897db2f50ebd3cece79acc6a,4c4f1e19949b3f19ca82d3964b6c533d7692bd55f0b13a07b2aaeb67e271a09f,http://www.mediterraneanlighthouses.org/cli/payapal/clients.zip,,inferred
2020/202005/www.playermx.com (PayPal.zip)/PayPal.zip,6531361,289aba3f417e34ea9ee836a375fb3fdfed48a203,2f1b7ee33d8ac76561561aabf9552c7e62e3da0441abb38a4805c9423b4f2929,https://www.playermx.com/lukas/PayPal.zip,,inferred
2020/202006/aws-amazon.hugodiamond.com (16ShopAmazon.zip)/16ShopAmazon.zip,3719635,78d387fc34fd0b4de739ac28eb479f8184300dfd,1d2ff1e46e15f8f75458077c56183b16834a42af40b03e649601d3bab7178004,https://aws-amazon.hugodiamond.com/16ShopAmazon.zip,,inferred
2020/202006/bb.call-click-text.com (linkedinnewpage.zip)/linkedinnewpage.zip,47383,a4c354155e5344ee044d519a8392814f2d8c0c08,4ddf71ccdaba4dbca1fafbf5fc80ade6ff7627f70b40398216351a0357784e55,https://bb.call-click-text.com/www/linkedinnewpage.zip,,inferred
2020/202006/count.mail.163.com.microsofft.xyz (netease%20(1).zip)/netease%20(1).zip,9769566,6520aec49551d0dc52e496ff428d22fc885871e7,df8b52cfc988babc108e4e174131b50d6809f961df895a4ab2d8d8f57915c159,https://count.mail.163.com.microsofft.xyz/netease%20(1).zip,,inferred
2020/202006/djwrisley.com (Amazon.zip)/Amazon.zip,167787,c86c9496413a0bec7c505dfd17a0b2d3b57659d1,8006774cab80904e97bddce6cb9f81b9bdc1a0a2ad46e883b47bf0795df4dea8,https://djwrisley.com/wp-includes/rest-api/fields/Amazon.zip,,inferred
2020/202006/endurancedesignings.icu (office365.zip)/office365.zip,990496,59e0de53294e487bb6ded2da04f93efb2856061d,79ce30dca0fec75d5bbd304b1a1688e09accdd8c662c17cf73e7eac5f9808ee7,https://endurancedesignings.icu/resource/office365.zip,,inferred
2020/202006/enmarkstuinmueble.com.mx (wellssecurity.zip)/wellssecurity.zip,2393422,6a9ae7fff14637d7018b6c3ca7453e51e6ce826e,140c5fd8f8a5f1a63ca0aab2ba48b6c689b8f876d21ab7cb00407d899ef60e57,https://enmarkstuinmueble.com.mx/wellsfargo/wellssecurity.zip,,inferred
2020/202006/eotya-71.ml (0nfile.zip)/0nfile.zip,742696,5e66fb64c0b5459d8ca1008891ea170e7c89032e,fc7a9bb70a650aaa214b5b498646311d38cc7cf7e837102e5026cd0f0802db4e,http://eotya-71.ml/meme/0nfile.zip,,inferred
2020/202006/facebook-secvre01c.com (facebook.zip)/facebook.zip,229029,6474c344127c2acc4362691ef1b8277f077545e6,3b44f62abca0acbd00e2000f68b97e6b60a0a6b020d92d33da3f8e26639f8758,http://facebook-secvre01c.com/facebook.zip,,inferred
2020/202006/hivico.com.mx (wellssecurity.zip)/wellssecurity.zip,2393422,6a9ae7fff14637d7018b6c3ca7453e51e6ce826e,140c5fd8f8a5f1a63ca0aab2ba48b6c689b8f876d21ab7cb00407d899ef60e57,https://hivico.com.mx/Wellsfargo/wellssecurity.zip,,inferred
2020/202006/itau-seguro.com (ITAU%20TOP.zip)/ITAU%20TOP.zip,600888,cecc0d108d3712812081ed23a06220ddc5cd54c3,46614785a52c8e7ea3bf8bf721b15c0d4ab2c3d9883d387025dd82e6921c8358,https://itau-seguro.com/ITAU%20TOP.zip,,inferred
2020/202006/joinbells.net (bankofamerica.zip)/bankofamerica.zip,1161852,49e5265f5a78e6d901185cee60aafec55ad29da1,9273c8a5b8a035d1b15d048a5466220aedc0b95b1f177bc1c6c429e76ab2691e,http://joinbells.net/bankofamerica.zip,,inferred
2020/202006/jollyvarex.com (bankofamerica.zip)/bankofamerica.zip,1161852,49e5265f5a78e6d901185cee60aafec55ad29da1,9273c8a5b8a035d1b15d048a5466220aedc0b95b1f177bc1c6c429e76ab2691e,http://jollyvarex.com/bankofamerica.zip,,inferred
2020/202006/judiciousexperi.com (apple.zip)/apple.zip,1474648,309c475c56aaa5f1f2da48915457d72c388d56cf,cb666d636a673794a135cb5160278ab6a8ec0598c3e0aeecee6f4bd4d4196958,https://judiciousexperi.com/apple.zip,,inferred
2020/202006/ktoler.000webhostapp.com (2018_dropbox.zip)/2018_dropbox.zip,2026849,a5f28b05983abaaa72c13d19fdfa8dabae7dbb46,24a0ed8184d291c310ce9ad1774ecbdff4106eefa378153c6e8b80b5f7b8c48b,http://ktoler.000webhostapp.com/dgfgd/2018_dropbox.zip,,inferred
2020/202006/kundostodm.com (amaz%20%282%29.zip)/amaz%20%282%29.zip,3475017,053c519cd0579b4403196000232f5ae078762074,b36a436adff6d98ebfe70a5cfe68e65010d6e8fe7b861496b207a95a8d5cedbf,https://kundostodm.com/acoount/amaz%20%282%29.zip,,inferred
2020/202006/leicesterexist.com (recentoffice.zip)/recentoffice.zip,7142,d4c8b10a9c0eb84342f6ad370a8f4d35da7a1766,415ff2b77fa543ca79567d1f6dad27de769e18c5f726a3aa38daa69d3b2bdba3,https://leicesterexist.com/office/recentoffice.zip,,inferred
2020/202006/loarinc.com (linkedin(1).zip)/linkedin(1).zip,552286,5da6f345bdd28e1dfd57e3551592f6d53caa161a,7711125007099287f1195c71127eb46f09c5ede534da0bc78f02f73d8f26db9f,http://loarinc.com/LinkedIn/linkedin(1).zip,,inferred
2020/202006/manredco.com (linkedinnewpage.zip)/linkedinnewpage.zip,47383,a4c354155e5344ee044d519a8392814f2d8c0c08,4ddf71ccdaba4dbca1fafbf5fc80ade6ff7627f70b40398216351a0357784e55,https://manredco.com/www/linkedinnewpage.zip,,inferred
2020/202006/mikantai.jp (dropbox.zip)/dropbox.zip,2537914,cda09a890df2da32e6aa5042926a740a745e133c,8b906feb9116e0f9c99f1aff6b907af36a42dbbf3fcaad43f029fc696b1a0707,http://mikantai.jp/administrator/templates/bluestork/box/dropbox.zip,,inferred
2020/202006/mimaseggplante.com (https.wellsfargo.com.home.zip)/https.wellsfargo.com.home.zip,2393427,0f1333d85cd49ff88974deb647aaa7c919428a44,f126333a19924085caae647859018e967948038b0ece74b2955c15616f2cc4a7,https://mimaseggplante.com/inf/https.wellsfargo.com.home.zip,,inferred
2020/202006/qutrzttrzwhitmplt.com (NEWupdated.zip)/NEWupdated.zip,32630,2a9916b002a8656f2cee14bb40e860f53415db65,8161d712b826e3363e3724b08d223ce8fcc3d6e6ab0d23c7e33434e64fcc065c,http://qutrzttrzwhitmplt.com/filexx/NEWupdated.zip,,inferred
2020/202006/ramsxy.com (pages.zip)/pages.zip,10185824,59ae2ec16e6cbc5ac3fd4c09a954d0fd1088c4eb,f758ed87e326fdb1b46573eca749af0132713cd909803abbfd6420ec1e10a186,https://ramsxy.com/kira/pages.zip,,inferred
2020/202006/sabahborneo.com (Paypal.zip)/Paypal.zip,217076,dab27844fd68a4c7219c121a16960f53de96f1f9,b98c632efd8b48cf9c8a67d41d34310d4577c7649cfa53a99a62bf1b6a468f66,https://sabahborneo.com/Paypal.zip,,inferred
2020/202006/sheii.ga (es.zip)/es.zip,313405,c3f99a7b5a176374b99bdc6a9cb5bd0c26762db1,a0c140d515f047c787af322ef61edf9c09e55a636bcd196a16b756a6f823bfec,https://sheii.ga/amazon/es.zip,,inferred
2020/202006/solidklin.com (pages.zip)/pages.zip,10185824,59ae2ec16e6cbc5ac3fd4c09a954d0fd1088c4eb,f758ed87e326fdb1b46573eca749af0132713cd909803abbfd6420ec1e10a186,https://solidklin.com/now/pages.zip,,inferred
2020/202006/stationery.cherishedmomentsbw.com (request.zip)/request.zip,352052,4388de15b912f74a0228491a79a405f13bd52299,69992b35c3c66bad35b1a226ad36c12578dfc1388c815735d4f4cb4cf04d6a73,https://stationery.cherishedmomentsbw.com/wp-includes/assets/request.zip,,inferred
2020/202006/support-paypal.com.tekywidjaja.com (Scmpg-pp-nubihaxor.zip)/Scmpg-pp-nubihaxor.zip,775600,5690b0767620c456675ed5360de39175bd046166,ad947b3752e0af5cb1cd60dd819d165551682da9c5e13b5bcbc1da73e3490d62,https://support-paypal.com.tekywidjaja.com/Scmpg-pp-nubihaxor.zip,,inferred
2020/202006/the-shoemakers.com (content.zip)/content.zip,32074,b5b69a1d9203d0e231496f198c0dcd1fa4114fa2,2d7b25647a962d832c1ecfbb54fba51b12a7af1d877d08c5d828e36f9529bd67,https://the-shoemakers.com/content.zip,,inferred
2020/202006/theatrictoezy.com (bankofamerica.zip)/bankofamerica.zip,1162861,fe9dff401d880517d209fc9c8a5c070c14e2ca81,a42fa14c257b29994b15d6acbb0cc0534fd91979988487f0b671d355f7c0e534,https://theatrictoezy.com/BankofAmerica/bankofamerica.zip,,inferred
2020/202006/waimakexcavation.co.nz (SEFCOPY4.zip)/SEFCOPY4.zip,866646,0f00ef85711e19f2705aa47dddd2991aceb97c34,48622604a0c9507e60ac9882d06451620e37474a1a6d618208242b29edac0616,http://waimakexcavation.co.nz/afvbfgbv/SEFCOPY4.zip,,inferred
2020/202006/www.reindeermachinery.com (worldbossfiledownload.zip)/worldbossfiledownload.zip,3179434,b82737b5175bde8234c402c5a196a08089ca34ca,3de1492a7af40bf5593057684c58238838a79c5c28698a0bcbb60c54b14a8ba3,https://www.reindeermachinery.com/wp-admin/includes/GMS/worldbossfiledownload.zip,,inferred
2020/202006/www.rightresultsprojectmanagement.co.uk (home.zip)/home.zip,714619,45c9a04b3138a817f9e9dc400bac6c7d31747469,2c4837a6f4b17068aa517ef2e24339669606294e420d4a884f9cf32ae7826ab7,https://www.rightresultsprojectmanagement.co.uk/newoptionssports/home.zip,,inferred
2020/202006/www.wellsfargorelo.com (yourcompany1096.zip)/yourcompany1096.zip,0,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,https://www.wellsfargorelo.com/loans/yourcompany1096.zip,empty,inferred
2020/202007/18r.f02.myftpupload.com (paypal.zip)/paypal.zip,1377444,889b465256c12d991ec0523735846328e97888bc,1390dd40645f7f7a890ea79843fae2b0545e586abacefaad8573607a8534af0a,http://18r.f02.myftpupload.com/paypal.zip,,inferred
2020/202007/91.138.224.107 (2.zip)/2.zip,237152,ec75937ec55825c84cca60c21ff2af44d688129d,2ce5606ebfd400352081a34b30b52f448fcce8f95046e5da32ae7c6e182390e5,http://91.138.224.107/vtigercrm/storage/2015/November/week2/2.zip,,inferred
2020/202007/91.138.224.107 (Amazon.zip)/Amazon.zip,1588178,d41a128356b19de942080e873cb28c831c58146c,5994b8fa6e9b6ed58473ac83dbb10f5dcb9c53ad47ad833fd4f0d0e5a728194e,http://91.138.224.107/vtigercrm/storage/2015/November/week2/Amazon.zip,,inferred
2020/202007/91.138.224.107 (Apple.zip)/Apple.zip,0,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,http://91.138.224.107/vtigercrm/storage/2015/November/week2/Apple.zip,empty,inferred
2020/202007/91.138.224.107 (pvm.zip)/pvm.zip,11174,1844c5713ca6065a74ce649fd420656e161b3ef7,b270b77e17339abb4a088d10d53cf55524a094b4ce875aae4a1e247d333a470b,http://91.138.224.107/vtigercrm/storage/2015/November/week2/pvm.zip,,inferred
2020/202007/a20.4bf.myftpupload.com (paypal.zip)/paypal.zip,1377444,889b465256c12d991ec0523735846328e97888bc,1390dd40645f7f7a890ea79843fae2b0545e586abacefaad8573607a8534af0a,http://a20.4bf.myftpupload.com/paypal.zip,,inferred
2020/202007/amazon.deapsignin.webnike.ir (a.zip)/a.zip,5136196,2b0c45684bdc7508c78dd12ba516c257c8bece0a,affaf3b5866318371e972900ee7e8d6bb88ff0f8906296a7def8f6c9e8a000c2,https://amazon.deapsignin.webnike.ir/a.zip,,inferred
2020/202007/apple-support.app (iServerShortenerSINGLE%20(1).zip)/iServerShortenerSINGLE%20(1).zip,1556857,6c90a696095e1e0213951bb2724b4b5998bfeaa3,aa2f7ed925af0c76acf87678429d416c4652c4954f36d3eb54530f9f0ce17449,https://apple-support.app/iServerShortenerSINGLE%20(1).zip,,inferred
2020/202007/bankofamerica0.ns02.info (boa.zip)/boa.zip,2185489,67af5d74b09b557111fbfa536455ee16cafdd228,4d045f56534fd5e4b7a05d5f5077205e5c7e99ba8d5ef2608dd11dc610914bae,https://bankofamerica0.ns02.info/boa.zip,,inferred
2020/202007/birchdalefireandsecurity.com (linkedIn.zip)/linkedIn.zip,31299,84d9c4961e1916c42942f67fcaf18e3b3e3d2a83,ddf604fdaedb71c711653a42153d69538f2d5e980df11063c32dbfc18a222f07,,,
2020/202007/caca.netflix-pe.com (redirect.zip)/redirect.zip,971,f47f1e197124bff7694a94a7cc1b75bae0edbdf6,a1c93dbc4149b5dc177fdb757baeff188adbfc0e2695d80b6dc0d5ab10ef611f,https://caca.netflix-pe.com/redirect.zip,,inferred
2020/202007/cor.peakhighcannabis.com (2020Outlook.zip)/2020Outlook.zip,38182,d686c0f18c53ef47b28bed5546814814eabfef31,9819c9a1ac89efac5442cdee8dc1177df5e7a71d94674cb1f3d0543062a5bb56,https://cor.peakhighcannabis.com/hotmail/2020Outlook.zip,,inferred
2020/202007/customer.paypal.restored.cemaco.vn (Summary.zip)/Summary.zip,1837799,7e585cd5e49ad4fe8c85b1efcee13a5c1a2c2ddc,dd872e25541705622cdb5ecdee15313b97ca8680a887ad5f2fd31abff864e0d7,https://customer.paypal.restored.cemaco.vn/Summary.zip,,inferred
2020/202007/deoleumfest.com (one.zip)/one.zip,704374,0f9b45670ed68cf05eb74f0adc1efe2d6172668f,5208c39a10576aabc49f3b1c5d0affd9f11d1f4a1a064e3a54a8138e6f5239f5,https://deoleumfest.com/one.zip,,inferred
2020/202007/diastyle.by (h%20e%20i%20b%20es%20t.zip)/h%20e%20i%20b%20es%20t.zip,755796,a96e96df477c1712e8798f670ac5f55b7b42db5e,673076e056b0ceac86153dde6010226ef3482b1bd9ec6b6ab03243e9bdc68460,https://diastyle.by/wp-includes/SimplePie/Decode/HTML/Q/Q%20mFoc%20mFZ%20b3Vr%20aGFuaXM=UW1Gb%202NtRl%20piM1Z%20yYUd%20GdW/FYTT1%20C%20Y%20W%20h%20y%20Y%20V%20l%20v%20d%20W%20t%20o%20Y%20W%205%20pc%201%20F%20t%20R%20m%209%20j%20b%20U%20Z%20a%20Y%20j%20N%20W%20c%20m%20F%20H%20R%20n%20V%20h%20W%20E%200%209/h%20e%20i%20b%20es%20t.zip,,inferred
2020/202007/diastyle.by (h.zip)/h.zip,377427,578fb8335fd562650c04c30c5a1ee1e47c8a2eed,135f950c320d4dd3fd7dd5e75066ad02d12a034f4319b04bf45d5bd3ee4ccf5c,https://diastyle.by/wp-includes/SimplePie/Decode/HTML/Q/Q%20mFoc%20mFZ%20b3Vr%20aGFuaXM=UW1Gb%202NtRl%20piM1Z%20yYUd%20GdW/FYTT1%20C%20Y%20W%20h%20y%20Y%20V%20l%20v%20d%20W%20t%20o%20Y%20W%205%20pc%201%20F%20t%20R%20m%209%20j%20b%20U%20Z%20a%20Y%20j%20N%20W%20c%20m%20F%20H%20R%20n%20V%20h%20W%20E%200%209/h%20e%20i%20b%20es%20t/h.zip,,inferred
2020/202007/diastyle.by (heibest.zip)/heibest.zip,377662,e9456f7537add8c08e784c75b72cee13d2a321d5,7ffaee133561d96bfb99b6b9ab726cf6ffa148ecfd8bcaa28ce0311fd7d1a6d4,,,
2020/202007/facebook.com.mxseller.com (fb-fake.zip)/fb-fake.zip,11739,8117f998cdcd3b5d50a06ef101143e060d0a9e23,b3a8ece98c83a667890f2c17e7ea80ce9a35c852832187c40abc9cc840f5cc26,https://facebook.com.mxseller.com/fb-fake.zip,,inferred
2020/202007/hasdobdob.csedu.kr (linkedIn.com.zip)/linkedIn.com.zip,25074,8b1feede8eadd918295dc890cb1f2281e2e5dfb2,bb1f0887040066673062f31e4cb66992dd7596e3c0c0447184fc8445d1b54a65,https://hasdobdob.csedu.kr/wp-content/wwwwwqqq/linkedIn.com.zip,,inferred
2020/202007/icloud.com.br-ios.us (kit4343.zip)/kit4343.zip,54970515,1524c016a3aedfcab2d0e281bc3dc837c97883c7,fce022a1a5f991d4854938ce48b1df7c596b5a677dff38b34fd0c6ad0d5eabb2,https://icloud.com.br-ios.us/kit4343.zip,,inferred
2020/202007/invesku.com (Amazon.zip)/Amazon.zip,1414761,cf21932b74585cc62ad0cad8f1af446e67ce7f92,056f21e41626c5f02df5dd03c50563ae4de83a7e8931c1a557165bc3b356d3c2,https://invesku.com/Amazon.zip,,inferred
2020/202007/itaucard-online.com (ITAU%20TOP.zip)/ITAU%20TOP.zip,600888,cecc0d108d3712812081ed23a06220ddc5cd54c3,46614785a52c8e7ea3bf8bf721b15c0d4ab2c3d9883d387025dd82e6921c8358,https://itaucard-online.com/ITAU%20TOP.zip,,inferred
2020/202007/misharialafasy.net (newmessage.zip)/newmessage.zip,539880,7c921fba70c2e98c00c371efad0d53e245037d7d,dc741d6905a36ac69cfe2f85cdf3901d6a91b8e719f8eaac7e79e595c434ea04,https://misharialafasy.net/images/business-INVITATION/linkedin/newmessage.zip,,inferred
2020/202007/nataliemerowsky.com (amaz.zip)/amaz.zip,3475016,63a248c0ab88570db2e04363d008e086f1dff7c6,af210514583b1eb015ac8979f4c379fd7a9979e2188b300c09b4f082a6366e73,,,
2020/202007/particulars.bancosantender.es.secure-web.powerandnetwork.co.tz (hsn.zip)/hsn.zip,3670957,c574f307a024cf7b25945a12d0f9a35495c9144b,c9371fa7cdb8164a4399160b96dcb7f598e3408e01668a87f5efe6956edd9f2c,https://particulars.bancosantender.es.secure-web.powerandnetwork.co.tz/hsn.zip,,inferred
2020/202007/paypal-support.stoneworlduganda.com (Error-Paypal-Support.zip)/Error-Paypal-Support.zip,8149094,1b655bf2276efc9c1f88bca23b4150f45f3cc838,3fb7ce8bdef4d6122cb7e764cd9f7d0961b37b4625103a7088277418cf3383a9,https://paypal-support.stoneworlduganda.com/Error-Paypal-Support.zip,,inferred
2020/202007/paypallsecurelimitedaccount.antibot-pw.com (xMR.JOKERx_2020_freshantibots.zip)/xMR.JOKERx_2020_freshantibots.zip,1841907,18eb377f3fb660643a9f0bc6dcd47b18bb753fba,21804064d0d6541a964b46bfe1e6d8a315cf8db56cddc570b38827b9c50b3ffc,https://paypallsecurelimitedaccount.antibot-pw.com/xMR.JOKERx_2020_freshantibots.zip,,inferred
2020/202007/qproohh.com (office.zip)/office.zip,30405,5e9e9f32aece1b5e32d4ba5b1535daa4fd6b00af,a65cd8afade26f04e9a951b13add94605c70105bb50f5ea909e48d1b9e2a4034,https://qproohh.com/office.zip,,inferred
2020/202007/security.appledepartments.com (16Shop%20Apple%20Scampage%20V.2.0.1%202020.zip)/16Shop%20Apple%20Scampage%20V.2.0.1%202020.zip,14460225,0fb7d5c629f48a4aea3be9b576c9bef08ad0ba13,03dec6b2ba66482796a6ab6ac605636d84f66291b688bdf54efb51c6b2bd69eb,https://security.appledepartments.com/16Shop%20Apple%20Scampage%20V.2.0.1%202020.zip,,inferred
2020/202007/sspguesthousecom.000webhostapp.com (linkedinerify.zip)/linkedinerify.zip,532339,b120174e3862be30d35852bce4b71873f7e2fc8e,190d3625f5262228cac1b16b428c0544f321acf73bd9aaedb87e2cf46ead278f,https://sspguesthousecom.000webhostapp.com/linkedinerify.zip,,inferred
2020/202007/teamwlg.com (aa209Page.zip)/aa209Page.zip,4807782,e1b5499c1c2f0d15c4f48467b0df0dd8cc0deb09,4faeb5162e40104cd5d5804a3700949135ec30df600f267095cf84cf2977ca03,http://teamwlg.com/aa209Page.zip,,inferred
2020/202007/tpstorage.com.au (sharepoint.zip)/sharepoint.zip,254701,fae46aa1e66777b600a0017c17b5cfb2c62b1898,bd14fc82bf68b5f1b1d22c6c3b4a286ff4c7acefff4787a365642a5dc15f6439,https://tpstorage.com.au/office.com/sharepoint.zip,,inferred
